scenario,pathway,portable_mapping_key,exchange_type,provider_or_flow_name,provider_location,biosphere_categories,flow_unit,method_slug,impact_category,impact_unit,factor_unit,include_in_lcia,factor_value,factor_source,factor_reference,factor_notes
s_c2,BC2,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, beech, sustainable forest management",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, beech, sustainable forest management",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, beech, sustainable forest management",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, beech, sustainable forest management",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, beech, sustainable forest management",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, beech, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, beech, sustainable forest management",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, birch, sustainable forest management",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, birch, sustainable forest management",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, birch, sustainable forest management",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, birch, sustainable forest management",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, birch, sustainable forest management",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, birch, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, birch, sustainable forest management",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram",technosphere,"hardwood forestry, eucalyptus ssp., planted forest management",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram",technosphere,"hardwood forestry, eucalyptus ssp., planted forest management",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram",technosphere,"hardwood forestry, eucalyptus ssp., planted forest management",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram",technosphere,"hardwood forestry, eucalyptus ssp., planted forest management",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram",technosphere,"hardwood forestry, eucalyptus ssp., planted forest management",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, eucalyptus ssp., planted forest management::RoW::kilogram",technosphere,"hardwood forestry, eucalyptus ssp., planted forest management",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, oak, sustainable forest management",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, oak, sustainable forest management",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, oak, sustainable forest management",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, oak, sustainable forest management",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, oak, sustainable forest management",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::hardwood forestry, oak, sustainable forest management::RoW::kilogram",technosphere,"hardwood forestry, oak, sustainable forest management",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, pine, sustainable forest management",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, pine, sustainable forest management",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, pine, sustainable forest management",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, pine, sustainable forest management",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, pine, sustainable forest management",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, pine, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, pine, sustainable forest management",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, spruce, sustainable forest management",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, spruce, sustainable forest management",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, spruce, sustainable forest management",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, spruce, sustainable forest management",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, spruce, sustainable forest management",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c2,BC2,"technosphere::softwood forestry, spruce, sustainable forest management::RoW::kilogram",technosphere,"softwood forestry, spruce, sustainable forest management",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c2,BC2,technosphere::market for diazole-compound::GLO::kilogram,technosphere,market for diazole-compound,GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c2,BC2,technosphere::market for diazole-compound::GLO::kilogram,technosphere,market for diazole-compound,GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c2,BC2,technosphere::market for diazole-compound::GLO::kilogram,technosphere,market for diazole-compound,GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
